Original source Substance	pref_name	parent_chembl_id	molregno	mw_freebase	type	value	source_unit	Molar_value	pMolar_value	assay_chembl_id	activity_id	description	activity_comment	comments	source_description	pubmed_id	doc_title
	ABACAVIR	CHEMBL1380	321707	286.34	Cmax	2.0900000000000003	ug.mL-1	7.299015156806595e-06	5.136735734512194	CHEMBL1661071	5154218.0	Ratio of weight normalized Cmax in HIV infected patient at 600 mg QD to weight normalized Cmax in HIV infected patient at 300 mg BID by HPLC/MS/MS analysis			Scientific Literature	19188387.0	Steady-state pharmacokinetics of abacavir in plasma and intracellular carbovir triphosphate following administration of abacavir at 600 milligrams once daily and 300 milligrams twice daily in human immunodeficiency virus-infected subjects.
	ABACAVIR	CHEMBL1380	321707	286.34	Cmax	1.5900000000000003	ug.mL-1	5.552839281972482e-06	5.2554848963027965	CHEMBL1661924	5154217.0	Cmax in HIV infected male patient at 300 mg BID by HPLC/MS/MS analysis			Scientific Literature	19188387.0	Steady-state pharmacokinetics of abacavir in plasma and intracellular carbovir triphosphate following administration of abacavir at 600 milligrams once daily and 300 milligrams twice daily in human immunodeficiency virus-infected subjects.
	ABACAVIR	CHEMBL1380	321707	286.34	Cmax	3.4300000000000006	ug.mL-1	1.197876650136202e-05	4.9215879005804775	CHEMBL1661927	5154216.0	Cmax in HIV infected male patient at 600 mg QD by HPLC/MS/MS analysis			Scientific Literature	19188387.0	Steady-state pharmacokinetics of abacavir in plasma and intracellular carbovir triphosphate following administration of abacavir at 600 milligrams once daily and 300 milligrams twice daily in human immunodeficiency virus-infected subjects.
	ABACAVIR	CHEMBL1380	321707	286.34	Cmax	3.85	ug.mL-1	1.3445554236222674e-05	4.871421291114748	CHEMBL1660929	5154222.0	Cmax in HIV infected patient at 600 mg QD by HPLC/MS/MS analysis			Scientific Literature	19188387.0	Steady-state pharmacokinetics of abacavir in plasma and intracellular carbovir triphosphate following administration of abacavir at 600 milligrams once daily and 300 milligrams twice daily in human immunodeficiency virus-infected subjects.
ACAMPROSATE	ACAMPROSATE	CHEMBL1201293	675244	181.21	Normal/therapeutic blood-plasma concentration	0.7	mg/L	3.862921472324927e-06	5.413084120351841							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ACEBUTOLOL	ACEBUTOLOL	CHEMBL642	27347	336.43	Normal/therapeutic blood-plasma concentration	2.0	mg/L	5.9447730582885e-06	5.225864719920689							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ACENOCOUMAROL	ACENOCOUMAROL	CHEMBL397420	394206	353.33	Normal/therapeutic blood-plasma concentration	0.5	mg/L	1.4151076896951858e-06	5.849210509072009							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	ACETAMINOPHEN	CHEMBL112	16450	151.16	Cmax	17.699999999999996	ug.mL-1	0.0001170944694363588	3.9314636168831703	CHEMBL3788526	16534895.0	Cmax in Japanese healthy volunteer (5 volunteers) at 1000 mg, po by HPLC method			Scientific Literature	17202677.0	Pharmacokinetics/pharmacodynamics of acetaminophen analgesia in Japanese patients with chronic pain.
PARACETAMOL	ACETAMINOPHEN	CHEMBL112	16450	151.16	Normal/therapeutic blood-plasma concentration	25.0	mg/L	0.00016538766869542208	3.781496874572939							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	ACETAMINOPHEN	CHEMBL112	16450	151.16	Cmax	4.2	ug.mL-1	2.7785128340830912e-05	4.556187592847077	CHEMBL3889380	17805888.0	Evalaution of pharmacokinetic parameters of Acetaminophen following single oral co-administration of 325 mg Acetaminophen tablets with 37.5 mg Tramadol.		corrected from ChEMBL	Curated Drug Pharmacokinetic Data		DailyMed|setid=39945812-f776-4b13-8199-e846e37aa101 | TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN - tramadol hydrochloride and acetaminophen tablet, film coated|Cadila Healthcare Limited
ACETAZOLAMIDE	ACETAZOLAMIDE	CHEMBL20	1125	222.25	Normal/therapeutic blood-plasma concentration	20.0	mg/L	8.998875140607424e-05	4.04581177397827							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ACETOHEXAMIDE	ACETOHEXAMIDE	CHEMBL1589	454070	324.4	Normal/therapeutic blood-plasma concentration	70.0	mg/L	0.00021578298397040695	3.6659828055248616							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ACITRETIN	ACITRETIN	CHEMBL1131	169652	326.44	Normal/therapeutic blood-plasma concentration	0.05	mg/L	1.531675039823551e-07	6.814833364847876							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ACRIVASTINE	ACRIVASTINE	CHEMBL1224	226880	348.45	Normal/therapeutic blood-plasma concentration	0.07	mg/L	2.0088965418280963e-07	6.69704242884166							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	ACYCLOVIR	CHEMBL184	365538	225.21	Cmax	42000.0	nM	4.2000000000000004e-05	4.376750709602099	CHEMBL1266395	3481892.0	Cmax in human systemic circulation with normal renal function at 2000 mg, po every 6 hrs measured after fifth dose by radioimmunoassay			Scientific Literature	20038622.0	Pharmacokinetics of acyclovir and its metabolites in cerebrospinal fluid and systemic circulation after administration of high-dose valacyclovir in subjects with normal and impaired renal function.
ACYCLOVIR	ACYCLOVIR	CHEMBL184	365538	225.21	Normal/therapeutic blood-plasma concentration	15.0	mg/L	6.660450246436658e-05	4.176496411530366							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AGOMELATINE	AGOMELATINE	CHEMBL10878	8209	243.31	Normal/therapeutic blood-plasma concentration	0.3	mg/L	1.2329949447207265e-06	5.909038704007994							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ALBENDAZOLE	ALBENDAZOLE	CHEMBL1483	406787	265.34	Normal/therapeutic blood-plasma concentration	1.5	mg/L	5.653124293359464e-06	5.247711465746899							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
SALBUTAMOL	ALBUTEROL	CHEMBL714	34094	239.31	Normal/therapeutic blood-plasma concentration	0.02	mg/L	8.357360745476579e-08	7.077930851106911							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ALCURONIUM	ALCURONIUM	CHEMBL1180293	654243	666.91	Normal/therapeutic blood-plasma concentration	3.0	mg/L	4.498358099293758e-06	5.346945974788147							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ALENDRONATE	ALENDRONIC ACID	CHEMBL870	70674	249.1	Normal/therapeutic blood-plasma concentration	0.265	mg/L	1.0638297872340427e-06	5.973127853599698							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ALFENTANIL	ALFENTANIL	CHEMBL634	27190	416.53	Normal/therapeutic blood-plasma concentration	0.6	mg/L	1.4404724749717906e-06	5.841495035948007							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ALFUZOSINE	ALFUZOSIN	CHEMBL709	33667	389.46	Normal/therapeutic blood-plasma concentration	0.06	mg/L	1.5405946695424436e-07	6.8123116091311235							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	ALFUZOSIN	CHEMBL709	33667	389.46	Cmax	0.0136	ug.mL-1	3.4920145842962055e-08	7.4569239511445495	CHEMBL3889424	17806150.0	Evaluation of pharmacokinetic parameters for Alfuzosin hydrochloride following multiple oral or intravenous administration of Alfuzosin hydrochloride.			Curated Drug Pharmacokinetic Data		DailyMed|setid=1c5502c7-7731-4d3e-b4fe-7fd44dd5908b | UROXATRAL - alfuzosin hydrochloride tablet, extended release|Physicians Total Care, Inc.
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.33509999999999995	ug.mL-1	6.07318266669083e-07	6.216583656150152	CHEMBL3508766	15443577.0	Cmax of aliskiren hemifumarate following 8 day once-daily dosing of SPP100B oral solution at 640 mg level studied on day 8 in men			FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.0391	ug.mL-1	7.086285952480201e-08	7.149581326589557	CHEMBL3508765	15443576.0	Cmax of aliskiren hemifumarate following 8 day once-daily dosing of SPP100B oral solution at 160 mg level studied on day 8 in men			FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.012700000000000003	ug.mL-1	2.3016836725447205e-08	7.637954363029467	CHEMBL3508764	15443575.0	Cmax of aliskiren hemifumarate following 8 day once-daily dosing of SPP100B oral solution at 80 mg level studied on day 8 in men			FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.006200000000000001	ug.mL-1	1.1236565960454539e-08	7.9493663944871695	CHEMBL3508763	15443574.0	Cmax of aliskiren hemifumarate following 8 day once-daily dosing of SPP100B oral solution at 40 mg level studied on day 8 in men			FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.1462	ug.mL-1	2.6496547474491187e-07	6.576810711363581	CHEMBL3508713	15443507.0	Cmax of aliskiren hemifumarate following single dosing of SPP100B oral solution at 640 mg level studied on day 1 in men			FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.0215	ug.mL-1	3.89655109918988e-08	7.409319624069818	CHEMBL3508712	15443506.0	Cmax of aliskiren hemifumarate following single dosing of SPP100B oral solution at 160 mg level studied on day 1 in men			FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.07199999999999998	ug.mL-1	1.3048915308914945e-07	6.884425587554155	CHEMBL3509388	15443485.0	Cmax of SPP100 following single oral dose of SPP100 150 mg capsule studied in healthy human	OUTCOME = Cmax would increase 2.6 fold when doubling the dose of aliskiren, indicating a deviation from true dose-proportionality across the 8-fold range of 75 to 600 mg. Inter-subject variability was high for Cmax (59-117%)		FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.0051	ug.mL-1	9.242981677148088e-09	8.034187907887487	CHEMBL3508710	15443504.0	Cmax of aliskiren hemifumarate following single dosing of SPP100B oral solution at 40 mg level studied on day 1 in men			FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.42000000000000004	ug.mL-1	7.61186726353372e-07	6.118508793587523	CHEMBL3509390	15443487.0	Cmax of SPP100 following single oral dose of SPP100 600 mg capsule studied in healthy human	OUTCOME = Cmax would increase 2.6 fold when doubling the dose of aliskiren, indicating a deviation from true dose-proportionality across the 8-fold range of 75 to 600 mg. Inter-subject variability was high for Cmax (59-117%)		FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.202	ug.mL-1	3.660945683890027e-07	6.4364067145387995	CHEMBL3509389	15443486.0	Cmax of SPP100 following single oral dose of SPP100 300 mg capsule studied in healthy human	OUTCOME = Cmax would increase 2.6 fold when doubling the dose of aliskiren, indicating a deviation from true dose-proportionality across the 8-fold range of 75 to 600 mg. Inter-subject variability was high for Cmax (59-117%)		FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.025999999999999992	ug.mL-1	4.7121083059970626e-08	7.326784736014606	CHEMBL3509387	15443484.0	Cmax of SPP100 following single oral dose of SPP100 75 mg capsule studied in healthy human	OUTCOME = Cmax would increase 2.6 fold when doubling the dose of aliskiren, indicating a deviation from true dose-proportionality across the 8-fold range of 75 to 600 mg. Inter-subject variability was high for Cmax (59-117%)		FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
	ALISKIREN	CHEMBL1639	480746	551.77	Cmax	0.011000000000000001	ug.mL-1	1.9935842833064504e-08	7.7003653988271985	CHEMBL3508711	15443505.0	Cmax of aliskiren hemifumarate following single dosing of SPP100B oral solution at 80 mg level studied on day 1 in men			FDA Approval Packages		FDA drug approval package for Aliskiren hemifumarate
ALLOPURINOL	ALLOPURINOL	CHEMBL1467	395607	136.11	Normal/therapeutic blood-plasma concentration	19.0	mg/L	0.00013959297626919403	3.8551364330328504							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
ALMOTRIPTAN	ALMOTRIPTAN	CHEMBL1505	420985	335.47	Normal/therapeutic blood-plasma concentration	0.07	mg/L	2.0866247354457925e-07	6.680555648672563							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	ALPRAZOLAM	CHEMBL661	27648	308.77	Cmax	0.007999999999999998	ug.mL-1	2.5909252841921164e-08	7.586545110800721	CHEMBL3889374	17805876.0	Pharmacokinetic parameters for Alprazolam evaluated after oral administration of alprazolam to subjects of different ages and health conditions.	Range 8 To 37 Ng/Ml		Curated Drug Pharmacokinetic Data		DailyMed|setid=2238e083-08f2-0aa8-59b7-16b6d68dbd48 | ALPRAZOLAM - alprazolam tablet|Apotex Corp.
ALPRAZOLAM	ALPRAZOLAM	CHEMBL661	27648	308.77	Normal/therapeutic blood-plasma concentration	0.08	mg/L	2.5909252841921173e-07	6.586545110800721							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMANTADINE	AMANTADINE	CHEMBL660	27647	151.25	Normal/therapeutic blood-plasma concentration	1.0	mg/L	6.611570247933885e-06	5.179695383324506							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
3,4-DIAMINOPYRIDIN	AMIFAMPRIDINE	CHEMBL354077	282661	109.13	Normal/therapeutic blood-plasma concentration	0.1	mg/L	9.163383121048292e-07	6.037944155203099							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMIKACIN	AMIKACIN	CHEMBL177	333157	585.61	Normal/therapeutic blood-plasma concentration	30.0	mg/L	5.122863339082324e-05	4.290487229498259							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	AMIKACIN	CHEMBL177	333157	585.61	Cmax	0.19999999999999998	ug.mL-1	3.4152422260548823e-07	6.466578488553941	CHEMBL1279426	3569262.0	Cmax in human neonate at 10 mg/kg, iv by HPLC			Scientific Literature	18378715.0	Cerebrospinal fluid compartmental pharmacokinetics of amikacin in neonates.
	AMIKACIN	CHEMBL177	333157	585.61	Cmax	35.70000000000001	ug.mL-1	6.096207373507968e-05	4.214940268105728	CHEMBL1279424	3569259.0	Cmax in human neonate serum after 25 hrs by fluorescence polarization immunoassay			Scientific Literature	18378715.0	Cerebrospinal fluid compartmental pharmacokinetics of amikacin in neonates.
AMINOBENZOIC ACID	AMINOBENZOIC ACID	CHEMBL542	13372	137.14	Normal/therapeutic blood-plasma concentration	600.0	mg/L	0.004375091147732245	2.3590128947457125							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMINOGLUTETHIMIDE	AMINOGLUTETHIMIDE	CHEMBL488	6317	232.28	Normal/therapeutic blood-plasma concentration	25.0	mg/L	0.00010762872395384881	3.968071808689249							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMINOPHENAZONE	AMINOPYRINE	CHEMBL288470	60246	231.3	Normal/therapeutic blood-plasma concentration	20.0	mg/L	8.646779074794638e-05	4.063145637106638							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMIODARONE	AMIODARONE	CHEMBL633	27185	645.32	Normal/therapeutic blood-plasma concentration	2.5	mg/L	3.8740469844418275e-06	5.411835116461491							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMISULPRIDE	AMISULPRIDE	CHEMBL243712	389011	369.49	Normal/therapeutic blood-plasma concentration	0.4	mg/L	1.0825732766786653e-06	5.965542697671927							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMITRIPTYLINE	AMITRIPTYLINE	CHEMBL629	27072	277.41	Normal/therapeutic blood-plasma concentration	0.3	mg/L	1.0814318157240184e-06	5.966000857628784							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMLODIPINE	AMLODIPINE	CHEMBL1491	418414	408.88	Normal/therapeutic blood-plasma concentration	0.015	mg/L	3.6685580121306983e-08	7.435504608891499							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMMONIA	AMMONIA SOLUTION, STRONG	CHEMBL1160819	642358	17.03	Normal/therapeutic blood-plasma concentration	1.7	mg/L	9.982384028185554e-05	4.000765726584327							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMOBARBITAL	AMOBARBITAL	CHEMBL267894	2366	226.28	Normal/therapeutic blood-plasma concentration	5.0	mg/L	2.2096517588828002e-05	4.655676165732353							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	AMODIAQUINE	CHEMBL682	29097	355.87	Cmax	0.235	ug.mL-1	6.603534998735493e-07	6.18022351605633	CHEMBL1220048	3385221.0	Cmax in Ugandan children patient with uncomplicated malaria assessed as desethylamodiaquine level at 10 mg/kg, perorally qd on first 2 days and then 5 mg/kg, perorally on third day co-administered with artesunate at 4 mg/kg, perorally bid for 3 days		From looking at original source this also looks like Cmax of main metabolite	Scientific Literature	19841149.0	Pharmacokinetics of artemether-lumefantrine and artesunate-amodiaquine in children in Kampala, Uganda.
	AMODIAQUINE	CHEMBL682	29097	355.87	Cmax	1.185	ug.mL-1	3.329867648298536e-06	5.4775730279819435	CHEMBL1656401	5158104.0	Cmax in children with uncomplicated malaria assessed as desethylamodiaquine at 10 mg/kg, po administered as single dose		corrected from ChEMBL	Scientific Literature	18779360.0	Effect of concomitant artesunate administration and cytochrome P4502C8 polymorphisms on the pharmacokinetics of amodiaquine in Ghanaian children with uncomplicated malaria.
AMODIAQUINE	AMODIAQUINE	CHEMBL682	29097	355.87	Normal/therapeutic blood-plasma concentration	0.05	mg/L	1.4050074465394667e-07	6.852321373992048					This is the Cmax for the main metabolite		22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	AMODIAQUINE	CHEMBL682	29097	355.87	Cmax	0.005199999999999999	ug.mL-1	1.461207744401045e-08	7.835288034693267	CHEMBL1220178	3385217.0	Cmax in Ugandan children patient with uncomplicated malaria at 10 mg/kg, perorally qd on first 2 days and then 5 mg/kg, perorally on third day co-administered with artesunate at 4 mg/kg, perorally bid for 3 days			Scientific Literature	19841149.0	Pharmacokinetics of artemether-lumefantrine and artesunate-amodiaquine in children in Kampala, Uganda.
AMOXAPINE	AMOXAPINE	CHEMBL1113	155045	313.79	Normal/therapeutic blood-plasma concentration	0.6	mg/L	1.9121068230345134e-06	5.718487848797103							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	AMOXICILLIN	CHEMBL1082	143284	365.41	Cmax	19.000000000000004	ug.mL-1	5.1996387619386446e-05	4.284026827354858	CHEMBL855217	1828306.0	Cmax in human at 1 g, po after 0.5 hrs			Scientific Literature	17060515.0	Amoxicillin is effective against penicillin-resistant Streptococcus pneumoniae strains in a mouse pneumonia model simulating human pharmacokinetics.
AMOXICILLIN	AMOXICILLIN	CHEMBL1082	143284	365.41	Normal/therapeutic blood-plasma concentration	15.0	mg/L	4.104977969951561e-05	4.386689169252006							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
AMPHETAMINE	AMPHETAMINE	CHEMBL405	543	135.21	Normal/therapeutic blood-plasma concentration	0.1	mg/L	7.395902669920864e-07	6.13100881279064							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	AMPHOTERICIN B	CHEMBL267345	8873	924.09	Cmax	2.8999999999999995	ug.mL-1	3.1382224675085753e-06	5.503316272671726	CHEMBL3889342	17805495.0	Predicted pharmacokinetic parameters of Amphotericin B after administration of multiple intravenous doses of 3 or 4 mg/kg/day AMPHOTEC liquid in 51 bone marrow transplant patients with systemic fungal infections age range 3 to 52 years (median 32) and weight range 14 to 116 kg (median 69.5) or following multiple intravenous administration of 1 mg/kg/day amphoteric B deoxycholate in 15 pateints with aspergillus infection or for empirical therapy of, age range 4 to 66 years (median 21) and weight range 19 to 117 kg (median 60).			Curated Drug Pharmacokinetic Data		DailyMed|setid=9b8ea543-1de8-472f-9666-34f99ca2f183 | AMPHOTEC- amphotericin b injection, lipid complex|InterMune, Inc.
	AMPHOTERICIN B	CHEMBL267345	8873	924.09	Cmax	2.599999999999999	ug.mL-1	2.8135787639732055e-06	5.550740922599864	CHEMBL3889342	17805483.0	Predicted pharmacokinetic parameters of Amphotericin B after administration of multiple intravenous doses of 3 or 4 mg/kg/day AMPHOTEC liquid in 51 bone marrow transplant patients with systemic fungal infections age range 3 to 52 years (median 32) and weight range 14 to 116 kg (median 69.5) or following multiple intravenous administration of 1 mg/kg/day amphoteric B deoxycholate in 15 pateints with aspergillus infection or for empirical therapy of, age range 4 to 66 years (median 21) and weight range 19 to 117 kg (median 60).			Curated Drug Pharmacokinetic Data		DailyMed|setid=9b8ea543-1de8-472f-9666-34f99ca2f183 | AMPHOTEC- amphotericin b injection, lipid complex|InterMune, Inc.
AMPHOTERICIN B	AMPHOTERICIN B	CHEMBL267345	8873	924.09	Normal/therapeutic blood-plasma concentration	3.0	mg/L	3.246437035353699e-06	5.488593015851019							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	AMPHOTERICIN B	CHEMBL267345	8873	924.09	Cmax	2.8999999999999995	ug.mL-1	3.1382224675085753e-06	5.503316272671726	CHEMBL3889342	17805490.0	Predicted pharmacokinetic parameters of Amphotericin B after administration of multiple intravenous doses of 3 or 4 mg/kg/day AMPHOTEC liquid in 51 bone marrow transplant patients with systemic fungal infections age range 3 to 52 years (median 32) and weight range 14 to 116 kg (median 69.5) or following multiple intravenous administration of 1 mg/kg/day amphoteric B deoxycholate in 15 pateints with aspergillus infection or for empirical therapy of, age range 4 to 66 years (median 21) and weight range 19 to 117 kg (median 60).			Curated Drug Pharmacokinetic Data		DailyMed|setid=9b8ea543-1de8-472f-9666-34f99ca2f183 | AMPHOTEC- amphotericin b injection, lipid complex|InterMune, Inc.
AMPICILLIN	AMPICILLIN	CHEMBL174	305519	349.41	Normal/therapeutic blood-plasma concentration	20.0	mg/L	5.723934632666495e-05	4.242305334526925							22835221.0	Therapeutic and toxic blood concentrations of nearly 1,000 drugs and other xenobiotics
	AMPICILLIN	CHEMBL174	305519	349.41	Cmax	3.1999999999999997	ug.mL-1	9.15829541226639e-06	5.038185351871	CHEMBL1032831	2667146.0	Cmax in healthy human at 500 mg administered orally			Scientific Literature	18070962.0	Replication of Colonic Crohn's Disease Mucosal Escherichia coli Isolates within Macrophages and Their Susceptibility to Antibiotics.
